event_date,country_id,network_id,client_id,value_usd
2022-01-08,109,60,174,10.9470000192523
2022-01-08,109,60,184,2.583000034093857
2022-01-08,109,60,189,0.9299999922513962
2022-01-08,109,60,219,0.5000000074505806
2022-01-08,213,60,184,2.1800000071525574
2022-01-08,213,60,219,2.3000000342726707
2022-01-09,1,10,71,4.679999828338623
2022-01-09,1,10,94,101.80000019073486
2022-01-09,1,10,121,2.0199999809265137
2022-01-09,1,10,189,2.4600000381469727
2022-01-09,1,60,71,4.614999771118164
2022-01-09,1,60,73,1.0800000429153442
2022-01-09,1,60,94,131.1099991798401
2022-01-09,1,60,95,1.5
2022-01-09,1,60,97,3.2680001258850098
2022-01-09,1,60,104,12.305999636650084
2022-01-09,1,60,121,23.51800012588501
2022-01-09,1,60,154,0.6980000138282776
2022-01-09,1,60,174,121.29399788379668
2022-01-09,1,60,184,1.1260000169277191
2022-01-09,1,60,189,22.63700032234192
2022-01-09,1,60,219,4.70199990272522
2022-01-09,17,60,71,0.6549999713897705
2022-01-09,109,10,71,1.5000000596046448
2022-01-09,109,10,73,1.2999999523162842
2022-01-09,109,10,97,0.4600000083446502
2022-01-09,109,10,104,16.620000302791595
2022-01-09,109,10,174,0.449999988079071
2022-01-09,109,10,189,0.5
2022-01-09,109,60,71,1.5000000596046448
2022-01-09,109,60,73,0.1000000014901161
2022-01-09,109,60,94,0.4259999990463257
2022-01-09,109,60,95,0.2000000029802322
2022-01-09,109,60,97,12.349999696016312
2022-01-09,109,60,121,10.530999809503555
2022-01-09,109,60,174,13.029000028967856
2022-01-09,109,60,184,8.662000119686127
2022-01-09,109,60,189,1.469999998807907
2022-01-09,109,60,219,0.4000000059604645
2022-01-09,213,60,184,1.9449999928474424
2022-01-09,213,60,219,1.2000000178813934
2022-01-10,1,10,71,3.119999885559082
2022-01-10,1,10,94,78.5400002002716
2022-01-10,1,10,104,0.800000011920929
2022-01-10,1,10,121,6.059999942779541
2022-01-10,1,10,189,2.4600000381469727
2022-01-10,1,60,71,40.51599979400635
2022-01-10,1,60,73,0.5400000214576721
2022-01-10,1,60,94,112.0999994277954
2022-01-10,1,60,95,1.5
2022-01-10,1,60,104,24.983999133110046
2022-01-10,1,60,121,9.826000094413756
2022-01-10,1,60,174,119.33299776911736
2022-01-10,1,60,184,2.568000078201294
2022-01-10,1,60,189,13.815000295639038
2022-01-10,1,60,219,3.7500001192092896
2022-01-10,109,10,73,0.7799999713897705
2022-01-10,109,10,104,11.270000219345093
2022-01-10,109,10,121,0.3199999928474426
2022-01-10,109,10,174,1.3499999642372131
2022-01-10,109,10,184,0.2000000029802322
2022-01-10,109,60,94,0.2129999995231628
2022-01-10,109,60,95,0.4000000059604645
2022-01-10,109,60,97,5.433999866247177
2022-01-10,109,60,121,8.884999841451645
2022-01-10,109,60,154,0.1299999952316284
2022-01-10,109,60,174,14.581000044941902
2022-01-10,109,60,184,6.248000085353851
2022-01-10,109,60,189,1.0
2022-01-10,109,60,219,3.9000000581145287
2022-01-10,213,60,184,2.94299989938736
2022-01-10,213,60,219,3.400000050663948
2022-01-11,1,10,71,3.119999885559082
2022-01-11,1,10,94,97.8199987411499
2022-01-11,1,10,174,1.2999999523162842
2022-01-11,1,10,189,1.2300000190734863
2022-01-11,1,60,71,13.844999313354492
2022-01-11,1,60,94,91.73399978876114
2022-01-11,1,60,95,7.5
2022-01-11,1,60,97,1.2640000581741333
2022-01-11,1,60,104,58.1709988117218
2022-01-11,1,60,121,65.02500092983246
2022-01-11,1,60,122,1.2000000476837158
2022-01-11,1,60,154,0.0010000000474974
2022-01-11,1,60,174,109.79699754714966
2022-01-11,1,60,189,13.563000321388245
2022-01-11,1,60,219,10.95200002193451
2022-01-11,17,10,174,2.0
2022-01-11,109,10,71,1.5000000596046448
2022-01-11,109,10,73,1.35999995470047
2022-01-11,109,10,97,0.6900000125169754
2022-01-11,109,10,104,13.6500001847744
2022-01-11,109,10,174,0.449999988079071
2022-01-11,109,10,189,0.25
2022-01-11,109,60,95,0.2000000029802322
2022-01-11,109,60,97,3.43499992787838
2022-01-11,109,60,121,9.526999861001968
2022-01-11,109,60,174,18.820000544190407
2022-01-11,109,60,184,3.496000051498413
2022-01-11,109,60,189,0.7049999982118607
2022-01-11,109,60,219,0.800000011920929
2022-01-11,213,60,184,2.225000023841858
2022-01-11,213,60,219,0.9000000134110451
2022-01-12,1,10,71,1.559999942779541
2022-01-12,1,10,94,240.2799954414368
2022-01-12,1,10,174,2.5999999046325684
2022-01-12,1,10,189,1.2300000190734863
2022-01-12,1,60,71,3.671000003814697
2022-01-12,1,60,73,0.5400000214576721
2022-01-12,1,60,94,112.32399916648863
2022-01-12,1,60,95,3.0
2022-01-12,1,60,97,0.6320000290870667
2022-01-12,1,60,104,47.6059992313385
2022-01-12,1,60,121,167.38400208950043
2022-01-12,1,60,154,1.3960000276565552
2022-01-12,1,60,174,143.04299545288086
2022-01-12,1,60,184,2.568000078201294
2022-01-12,1,60,189,10.741000294685364
2022-01-12,1,60,219,2.1480000019073486
2022-01-12,17,10,71,0.8600000143051147
2022-01-12,17,10,73,0.5400000214576721
2022-01-12,109,10,71,0.6000000238418579
2022-01-12,109,10,73,3.7399998903274536
2022-01-12,109,10,97,0.2300000041723251
2022-01-12,109,10,104,11.96999990940094
2022-01-12,109,10,121,0.3199999928474426
2022-01-12,109,10,174,2.39999994635582
2022-01-12,109,10,184,0.2000000029802322
2022-01-12,109,10,189,0.5
2022-01-12,109,60,71,0.3000000119209289
2022-01-12,109,60,73,0.1000000014901161
2022-01-12,109,60,94,0.5059999972581863
2022-01-12,109,60,97,2.153999984264374
2022-01-12,109,60,121,6.480000048875809
2022-01-12,109,60,174,25.252000890672207
2022-01-12,109,60,184,4.7870001047849655
2022-01-12,109,60,189,0.4699999988079071
2022-01-12,109,60,219,0.4000000059604645
2022-01-12,213,60,184,0.8429999947547913
2022-01-12,213,60,219,0.800000011920929
2022-01-13,1,10,71,3.119999885559082
2022-01-13,1,10,94,202.58999609947205
2022-01-13,1,10,121,2.849999964237213
2022-01-13,1,10,189,17.15000009536743
2022-01-13,1,60,71,3.671000003814697
2022-01-13,1,60,73,1.0800000429153442
2022-01-13,1,60,94,82.1899995803833
2022-01-13,1,60,95,1.5
2022-01-13,1,60,97,1.2640000581741333
2022-01-13,1,60,104,64.36699891090393
2022-01-13,1,60,121,122.21700119972228
2022-01-13,1,60,122,1.2000000476837158
2022-01-13,1,60,154,0.6980000138282776
2022-01-13,1,60,174,118.09199637174606
2022-01-13,1,60,184,0.7540000081062317
2022-01-13,1,60,189,2.705000042915344
2022-01-13,1,60,219,3.7500001192092896
2022-01-13,109,10,71,0.9000000357627869
2022-01-13,109,10,73,2.029999941587448
2022-01-13,109,10,97,0.2300000041723251
2022-01-13,109,10,104,9.839999914169312
2022-01-13,109,10,174,1.919999957084656
2022-01-13,109,10,184,0.2000000029802322
2022-01-13,109,10,189,0.25
2022-01-13,109,60,71,0.3000000119209289
2022-01-13,109,60,73,0.1000000014901161
2022-01-13,109,60,94,0.722000002861023
2022-01-13,109,60,95,0.2000000029802322
2022-01-13,109,60,97,1.076999992132187
2022-01-13,109,60,121,5.721000045537949
2022-01-13,109,60,174,19.153000883758068
2022-01-13,109,60,184,4.36000007390976
2022-01-13,109,60,189,0.8510000109672546
2022-01-13,109,60,219,0.800000011920929
2022-01-13,213,60,184,4.18200010061264
2022-01-13,213,60,189,0.3000000119209289
2022-01-13,213,60,219,2.7000000402331352
2022-01-14,1,10,94,213.399995803833
2022-01-14,1,10,121,2.0199999809265137
2022-01-14,1,10,174,1.2999999523162842
2022-01-14,1,10,189,21.13000011444092
2022-01-14,1,60,71,13.844999313354492
2022-01-14,1,60,94,85.32199883460999
2022-01-14,1,60,97,1.2640000581741333
2022-01-14,1,60,104,64.36699891090393
2022-01-14,1,60,121,138.91200172901154
2022-01-14,1,60,174,173.10899484157562
2022-01-14,1,60,184,1.1310000121593475
2022-01-14,1,60,189,11.347000002861025
2022-01-14,17,60,71,0.6549999713897705
2022-01-14,109,10,71,1.2000000476837158
2022-01-14,109,10,73,2.8999999165534973
2022-01-14,109,10,97,0.4600000083446502
2022-01-14,109,10,104,4.5099999606609344
2022-01-14,109,10,121,0.3199999928474426
2022-01-14,109,10,174,0.4799999892711639
2022-01-14,109,10,189,1.25
2022-01-14,109,60,71,0.6000000238418579
2022-01-14,109,60,94,0.4259999990463257
2022-01-14,109,60,97,2.153999984264374
2022-01-14,109,60,121,2.2800000309944157
2022-01-14,109,60,174,19.28100088238716
2022-01-14,109,60,184,5.801000103354454
2022-01-14,109,60,219,0.1000000014901161
2022-01-14,213,60,184,2.415000021457672
2022-01-14,213,60,219,1.4010000303387642
2022-01-15,1,10,71,3.119999885559082
2022-01-15,1,10,94,285.0399944782257
2022-01-15,1,10,97,0.6100000143051147
2022-01-15,1,10,104,0.800000011920929
2022-01-15,1,10,121,4.039999961853027
2022-01-15,1,10,174,1.2999999523162842
2022-01-15,1,10,189,33.830000162124634
2022-01-15,1,60,71,12.900999546051024
2022-01-15,1,60,94,75.28299933671951
2022-01-15,1,60,95,3.0
2022-01-15,1,60,97,1.2640000581741333
2022-01-15,1,60,104,58.78399908542633
2022-01-15,1,60,121,155.95600175857544
2022-01-15,1,60,174,224.88299378752708
2022-01-15,1,60,184,0.3770000040531158
2022-01-15,1,60,189,18.896000146865845
2022-01-15,1,60,219,2.6760001182556152
2022-01-15,17,10,71,0.8600000143051147
2022-01-15,109,10,71,1.5000000596046448
2022-01-15,109,10,73,2.319999933242798
2022-01-15,109,10,94,0.4799999892711639
2022-01-15,109,10,97,0.4600000083446502
2022-01-15,109,10,104,12.70999988913536
2022-01-15,109,10,174,5.679999887943268
2022-01-15,109,10,189,1.75
2022-01-15,109,60,71,0.3000000119209289
2022-01-15,109,60,94,0.3830000013113022
2022-01-15,109,60,95,0.4000000059604645
2022-01-15,109,60,97,2.5129999816417694
2022-01-15,109,60,121,6.31100007891655
2022-01-15,109,60,174,24.997001111507416
2022-01-15,109,60,184,3.7300000488758087
2022-01-15,109,60,189,0.1459999978542328
2022-01-15,109,60,219,0.800000011920929
2022-01-15,213,60,184,1.0070000290870669
2022-01-15,213,60,219,1.709000043570995
2022-01-16,1,10,71,1.559999942779541
2022-01-16,1,10,94,251.08999514579773
2022-01-16,1,10,98,0.4000000059604645
2022-01-16,1,10,104,2.400000035762787
2022-01-16,1,10,121,2.0199999809265137
2022-01-16,1,10,189,51.74000024795532
2022-01-16,1,60,71,57.61699867248535
2022-01-16,1,60,73,0.5400000214576721
2022-01-16,1,60,94,111.75399899482728
2022-01-16,1,60,97,1.2640000581741333
2022-01-16,1,60,104,107.93899834156036
2022-01-16,1,60,121,169.35700154304504
2022-01-16,1,60,174,215.7259947657585
2022-01-16,1,60,184,2.94500008225441
2022-01-16,1,60,189,15.540000081062315
2022-01-16,1,60,219,5.210000157356262
2022-01-16,17,10,97,4.0
2022-01-16,17,60,71,0.6549999713897705
2022-01-16,109,10,71,2.400000095367432
2022-01-16,109,10,73,2.609999924898148
2022-01-16,109,10,97,0.6900000125169754
2022-01-16,109,10,104,8.199999928474426
2022-01-16,109,10,121,0.3199999928474426
2022-01-16,109,10,174,0.959999978542328
2022-01-16,109,10,189,3.0
2022-01-16,109,60,71,0.3000000119209289
2022-01-16,109,60,94,0.5740000009536743
2022-01-16,109,60,95,0.4000000059604645
2022-01-16,109,60,97,4.666999965906143
2022-01-16,109,60,121,4.4070000648498535
2022-01-16,109,60,154,0.1299999952316284
2022-01-16,109,60,174,26.57400104403496
2022-01-16,109,60,184,8.806000113487244
2022-01-16,109,60,189,0.1459999978542328
2022-01-16,109,60,219,1.700000025331974
2022-01-16,213,60,184,1.4420000314712524
2022-01-16,213,60,219,1.511000044643879
2022-01-17,1,10,94,193.99999618530276
2022-01-17,1,10,95,1.0
2022-01-17,1,10,121,2.0199999809265137
2022-01-17,1,10,189,25.87000012397766
2022-01-17,1,60,71,28.57699918746948
2022-01-17,1,60,73,0.5400000214576721
2022-01-17,1,60,94,80.21899914741516
2022-01-17,1,60,104,43.94399929046631
2022-01-17,1,60,121,116.32600140571594
2022-01-17,1,60,174,136.23499584197998
2022-01-17,1,60,184,1.1260000169277191
2022-01-17,1,60,189,9.858999967575071
2022-01-17,1,60,219,0.7300000190734863
2022-01-17,17,60,71,0.6549999713897705
2022-01-17,17,60,174,1.0
2022-01-17,109,10,71,0.9000000357627869
2022-01-17,109,10,73,2.8999999165534973
2022-01-17,109,10,94,0.2399999946355819
2022-01-17,109,10,97,0.4600000083446502
2022-01-17,109,10,104,6.559999942779541
2022-01-17,109,10,174,2.39999994635582
2022-01-17,109,10,189,2.25
2022-01-17,109,60,71,1.2000000476837158
2022-01-17,109,60,73,0.1000000014901161
2022-01-17,109,60,94,0.1449999958276748
2022-01-17,109,60,97,2.153999984264374
2022-01-17,109,60,121,4.031000047922134
2022-01-17,109,60,174,12.864000603556631
2022-01-17,109,60,184,5.43200010061264
2022-01-17,109,60,219,0.3000000044703483
2022-01-17,213,60,184,3.15500009059906
2022-01-17,213,60,219,2.819000080227852
2022-01-18,1,10,71,6.239999771118164
2022-01-18,1,10,94,189.14999628067017
2022-01-18,1,10,104,0.800000011920929
2022-01-18,1,10,121,4.039999961853027
2022-01-18,1,10,189,41.03000020980835
2022-01-18,1,60,71,30.812000274658203
2022-01-18,1,60,94,64.97700023651123
2022-01-18,1,60,95,1.5
2022-01-18,1,60,97,3.1600001454353333
2022-01-18,1,60,104,58.59199905395508
2022-01-18,1,60,121,106.3700008392334
2022-01-18,1,60,154,0.6980000138282776
2022-01-18,1,60,174,103.0609973669052
2022-01-18,1,60,184,0.3770000040531158
2022-01-18,1,60,189,8.115000128746033
2022-01-18,1,60,219,4.136000156402588
2022-01-18,109,10,71,1.2000000476837158
2022-01-18,109,10,73,3.189999908208847
2022-01-18,109,10,97,0.4600000083446502
2022-01-18,109,10,104,5.329999953508377
2022-01-18,109,10,174,2.879999935626984
2022-01-18,109,10,189,2.5
2022-01-18,109,60,71,0.6000000238418579
2022-01-18,109,60,73,0.1000000014901161
2022-01-18,109,60,94,0.5029999911785126
2022-01-18,109,60,97,1.4359999895095823
2022-01-18,109,60,121,2.955000042915344
2022-01-18,109,60,174,16.84000062942505
2022-01-18,109,60,184,2.424000024795532
2022-01-18,109,60,189,0.8980000019073486
2022-01-18,109,60,219,1.2000000178813934
2022-01-18,213,60,184,0.5720000267028809
2022-01-18,213,60,219,1.4060000330209732
2022-01-19,1,10,71,1.559999942779541
2022-01-19,1,10,94,140.64999723434448
2022-01-19,1,10,104,0.800000011920929
2022-01-19,1,10,189,42.19999980926514
2022-01-19,1,60,71,7.342000007629394
2022-01-19,1,60,94,81.20499902963638
2022-01-19,1,60,95,3.0
2022-01-19,1,60,97,1.3720000386238098
2022-01-19,1,60,104,71.31899893283844
2022-01-19,1,60,121,114.10600090026855
2022-01-19,1,60,174,188.40099403262136
2022-01-19,1,60,189,1.2489999532699585
2022-01-19,1,60,219,2.6760001182556152
2022-01-19,17,60,71,0.3000000119209289
2022-01-19,109,10,71,1.2000000476837158
2022-01-19,109,10,73,2.029999941587448
2022-01-19,109,10,97,0.2300000041723251
2022-01-19,109,10,104,3.689999967813492
2022-01-19,109,10,121,0.3199999928474426
2022-01-19,109,10,174,1.4399999678134918
2022-01-19,109,10,189,1.0
2022-01-19,109,60,71,0.3000000119209289
2022-01-19,109,60,73,0.1000000014901161
2022-01-19,109,60,94,0.2129999995231628
2022-01-19,109,60,95,0.4000000059604645
2022-01-19,109,60,97,2.871999979019165
2022-01-19,109,60,121,4.789000064134598
2022-01-19,109,60,154,0.1299999952316284
2022-01-19,109,60,174,14.840000629425049
2022-01-19,109,60,184,4.612000033259392
2022-01-19,109,60,219,0.1000000014901161
2022-01-19,213,60,184,2.7730000615119934
2022-01-19,213,60,219,1.814000055193901
2022-01-20,1,10,71,3.119999885559082
