"","install_id","payout_date","Payout_price"
"48","bf1a11a8747053b4e9718fe5aa5fee26d1b925427d2521b423a1de9211a60f36",2022-12-01,0.694522
"49","0fca4bb2a126ff34a55f1f5530a19d41eadbe4f5aad90f0a316eed81c0566dc9",2022-11-15,0.350472
"50","2f2b50d6315bd50b6fa1884c16f00b9d030bfee94d8ca356bad24c87b53811a5",2022-11-15,0.2577
"51","a2de773ff3fce53a1c4a67ca98ba27267bbc5d692d86d91dd7861a79824d42d7",2022-12-26,1.795118
"52","a2de773ff3fce53a1c4a67ca98ba27267bbc5d692d86d91dd7861a79824d42d7",2022-12-26,0.711674
"53","8475ced0b9250328bc71b3a0a99dfd21c60a0cce049f8767d09f43fe46bc4a99",2022-12-26,0.361148
"54","c55967a3cc576a5a473a876da60539b2ea7586e0d88acc48e7e5903ca939a39a",2022-11-14,0.690636
"55","b7f2d0daf2eef9fb6a7a552864b864d0f8dd63d1af3789d5cf718ecf6ba3316e",2022-11-14,0.350472
"56","ff222279e95612b0cb5128d2c5dddfd071d452a2a19b69f2c8945f02d690e0ff",2022-12-12,0.359006
"57","73f910a2e25100a581fc8ad7ac33694b2ec6338cf6b1b8a1c53ab5cc29f5b9ae",2022-12-12,0.253416
"58","73f910a2e25100a581fc8ad7ac33694b2ec6338cf6b1b8a1c53ab5cc29f5b9ae",2022-12-12,0.359006
"59","d6e8f161c46bc219465a08050ff98ad3ada0b15edeaae6c6fdef9b702ae45e8d",2022-12-12,0.359006
"60","73f910a2e25100a581fc8ad7ac33694b2ec6338cf6b1b8a1c53ab5cc29f5b9ae",2022-12-12,0.506832
"61","7d1e7f1a3d717cf3365e0a942f2177dc8df3b164dc569f8ff56def5f49c5f38f",2022-11-18,0.350846
"62","1659c45f44fbc1f65b01fd4262146cdae85c4ad6b2c5c874d7d920d860dc013e",2022-12-09,0.263225
"63","6d6b8da9dc45033883b46bf5afcf97454d8fc4f852ae8ff33f020d2878a1af7f",2022-10-24,0.24325
"64","e89cb80bed7515e11466b68b730c97469a556be5169975a157f001d5c56b8c0b",2022-10-24,0.33082
"65","59c43466c8daeaddd9901920880cac59250312af226b300aae4ddfd79a2b50c8",2022-10-24,0.33082
"66","2fa20dca7ea39a2d89d374a6bade1c95db57a262f0dd3f3e216ac6cbe2427d0d",2022-12-21,0.360332
"67","2fa20dca7ea39a2d89d374a6bade1c95db57a262f0dd3f3e216ac6cbe2427d0d",2022-12-21,0.508704
"68","9d71b94325871182a651565d6869a43f67a978ad2ca2e92b9463574dc87931ae",2022-12-28,0.361148
"69","9b3c35203d443c952107447dc3df6ab394e3232288cfcc48401566a777253027",2022-12-02,5.188
"70","9c5d4f1ed16ff0075e594bd78b78f6621fd0db68ce24f8fb89e6492f340d96a5",2022-12-02,2.594
"71","9cf068971e7a5a545f3ddc22922d7f246aaa5d28fddbb64104567f910c355ad4",2022-12-02,0.352784
"72","1a5a183b5d26bf0e286d1acfe48cd2533152752270be049fddb374087b6792eb",2022-12-05,0.706046
"73","1a5a183b5d26bf0e286d1acfe48cd2533152752270be049fddb374087b6792eb",2022-12-05,0.358292
"74","e29496b1d09b5b4fa49dbe9c0421455ef04466290e406f088c30e8d92f585d1b",2022-11-20,0.352444
"75","edb8f1adaf2669c8ee24b67b459995fc0e95607c44207bdca51c947049f060b8",2022-11-20,0.352444
"76","48ca0702c7b2111c5ad85a21625ecba4d115793daf41b899730e5bcd3b649d10",2022-11-19,0.694522
"77","98677b0594ecabb0395b8a409a7c6706c1eb4443ad22bb5c4940fb9f3231a1ef",2022-11-26,0.695125
"78","942f2b52ef20ddf66bf41adaf22806ab2a6217b6e9d923b786f86af3394580b9",2022-11-26,0.35275
"79","942f2b52ef20ddf66bf41adaf22806ab2a6217b6e9d923b786f86af3394580b9",2022-11-26,0.695125
"80","fe2a715ea8b9217e5ba0474832f9b331d197772b33fbc1d22c91b447fed0dee7",2022-11-26,0.35275
"81","65bba2a3cb842e14582bf55f20ee18e6e9b7520faf5aacfbde1fb2355bcd9e37",2022-12-22,0.712612
"82","65bba2a3cb842e14582bf55f20ee18e6e9b7520faf5aacfbde1fb2355bcd9e37",2022-12-22,0.361624
"83","45a11c0778779f868477466419905bae5966463e6bc5c5f65fbfaed60d90965b",2022-12-22,0.712612
"84","bb833f40c4e12b914caae8b570d0f8b01c9add1b7230845a77d2998a6697b138",2022-12-16,14.33835
"85","08810f714c83ffc30b2068cf858abc2b0fb766f94d1ef14775cd35f043dae991",2022-12-13,10.562
"86","08810f714c83ffc30b2068cf858abc2b0fb766f94d1ef14775cd35f043dae991",2022-12-13,2.6405
"87","73f910a2e25100a581fc8ad7ac33694b2ec6338cf6b1b8a1c53ab5cc29f5b9ae",2022-12-13,0.506976
"88","64e2dcc77d0a1932852895e0f22bb843e0e622bbf3e66e2e348c943455766c04",2022-12-13,10.678182
"89","69cbdd16006d9124b840cf88c4c4bdedbec02439db2cf60a781f837fb87660fb",2022-12-10,0.707453
"90","69cbdd16006d9124b840cf88c4c4bdedbec02439db2cf60a781f837fb87660fb",2022-12-10,1.784471
"91","7bcb0a0788e90b856154711e5544e1ede448cb2810942054c29cc52edcc0a863",2022-12-10,0.253416
"92","7bcb0a0788e90b856154711e5544e1ede448cb2810942054c29cc52edcc0a863",2022-12-10,0.359006
"93","4d3a6c06913da2bbdac3194a6045039647a71a436536016a47e152eb7d20a43f",2022-12-10,0.506832
"94","4d3a6c06913da2bbdac3194a6045039647a71a436536016a47e152eb7d20a43f",2022-12-10,0.253416
"95","07eaa90e6b0b80c8536e2c9dbfdfa605dd1e82c879c2b9818c4d6a5ceaa56473",2022-12-21,0.26495
"96","812ebf9ec6d682380859b60389e8259fefcb9a5fdf84abefec64570e69cef45f",2022-12-21,0.254376
"97","1a5a183b5d26bf0e286d1acfe48cd2533152752270be049fddb374087b6792eb",2022-12-21,0.360366
"98","16dc20fe43f55c65ab55e55959864c02a2a436edcbad1b3398ec349089bf94e0",2022-11-18,0.350846
"99","03c2db0b22d7db5a01f3ce486260acff01fec8e848d428efe8959d4cb56fb8ea",2022-11-18,10.432509
"100","48ca0702c7b2111c5ad85a21625ecba4d115793daf41b899730e5bcd3b649d10",2022-11-18,1.743911
"101","48ca0702c7b2111c5ad85a21625ecba4d115793daf41b899730e5bcd3b649d10",2022-11-18,6.965325
"102","0516f8974785c177fb8073c837b7bc319a2d42db0145425c10b4cf25ed298cf0",2022-12-20,0.710066
"103","c19266b5b2fc1c355cb103df7366f03da79e5ed658fe9787495cadc2feab80fa",2022-12-22,10.636
"104","633f89c0ebcca518e6321b93e813213644f2ada5eb9eec1b43bd3a34b5958592",2022-12-04,0.537438
"105","633f89c0ebcca518e6321b93e813213644f2ada5eb9eec1b43bd3a34b5958592",2022-12-04,0.26345
"106","c620606d97f4200ef7d283c6f09c9b47af20afb635a886198984fe6204078acf",2022-12-16,0.361114
"107","98d617daf574e237ded8f811c48d2341c4f0da1c4fcf41f91fb7b25fc93cc519",2022-12-16,3.579277
"108","27661b0c3b5409b3e4244ef7d5267e1471afaf4536a83b265eab61011caf5c03",2022-12-16,0.254904
"109","65bba2a3cb842e14582bf55f20ee18e6e9b7520faf5aacfbde1fb2355bcd9e37",2022-12-05,3.551306
"110","5459281eba30807f8ad1b457ce994f379f7f2a2daa1e047fc8c9b77cb2e5f335",2022-12-05,3.551306
"111","123c7c0f1fdf5d9fb49e17e2ccd88ead299694e3df6e29e2434031c8c5b92c96",2022-12-22,0.360366
"112","0fca4bb2a126ff34a55f1f5530a19d41eadbe4f5aad90f0a316eed81c0566dc9",2022-11-22,0.686482
"113","0fca4bb2a126ff34a55f1f5530a19d41eadbe4f5aad90f0a316eed81c0566dc9",2022-11-25,0.354042
"114","6c5b429f9dad0cc6553a63345d8ac5172e37c0997be38f7e0e9718d4f69a6c8b",2022-11-25,1.759797
"115","3bbc0f8780566c1a510a12dcc16f20590766c85b7aa084b7bea786220ad21f9d",2022-12-26,1.795118
"116","0fca4bb2a126ff34a55f1f5530a19d41eadbe4f5aad90f0a316eed81c0566dc9",2022-11-14,0.690636
"117","a6f8ffe0f3b85a9ec7a3b28084c8dee56ac87e3b0c735b1dba8e45781d64d731",2022-12-17,0.350427
"118","a6f8ffe0f3b85a9ec7a3b28084c8dee56ac87e3b0c735b1dba8e45781d64d731",2022-12-17,0.254856
"119","a6f8ffe0f3b85a9ec7a3b28084c8dee56ac87e3b0c735b1dba8e45781d64d731",2022-12-17,0.509712
"120","7ce7d29f1546b368ac05bf521deecef561dcb0d8dcaf0882eb5ca3aa0e5c6dec",2022-11-15,0.350472
"121","a9bafcad8b20c6f68729742bc8139921cf0a09aea2720fc3d43e5d0b0a118d87",2022-11-15,2.577
"122","3b4b26d5ccb8c3d87a271c869bb19a667afd0be36bb6c6a74c47d27f3cb7a682",2022-11-15,0.690636
"123","6e348629668e01c9a97d539f8e2aa7caeedc30a9fd7f8f86a8717fdb997699dd",2022-12-01,10.366
"124","37e6336b74699c64d51eec9c36de4aadb7a0851a6d306329f61a855762ad09b9",2022-12-01,0.528666
"125","37e6336b74699c64d51eec9c36de4aadb7a0851a6d306329f61a855762ad09b9",2022-12-01,0.25915
"126","4304aeaad9b810edf8d57dfb5c28b3ef930691eefdaaa6e656ae46dc5f947e52",2022-11-02,1.681043
"127","4304aeaad9b810edf8d57dfb5c28b3ef930691eefdaaa6e656ae46dc5f947e52",2022-11-02,13.42845
"128","053aa23e5f7afaa908a7ff7a22ae4347a7bd7818ce67a8431af858ad1f74b705",2022-11-23,13.8321
"129","053aa23e5f7afaa908a7ff7a22ae4347a7bd7818ce67a8431af858ad1f74b705",2022-11-23,0.348364
"130","053aa23e5f7afaa908a7ff7a22ae4347a7bd7818ce67a8431af858ad1f74b705",2022-11-23,6.91605
"131","053aa23e5f7afaa908a7ff7a22ae4347a7bd7818ce67a8431af858ad1f74b705",2022-11-23,1.731574
"132","29ab06f7924f5a0f9ad1882cf448f392599f67a9db38f3c302df4cffaac53077",2022-11-23,0.25615
"133","0fca4bb2a126ff34a55f1f5530a19d41eadbe4f5aad90f0a316eed81c0566dc9",2022-11-23,0.348364
"134","3b249a09bb9da733c8dd3434670dc71e1f4020d25b33aa7129024d57df1e47f9",2022-11-23,0.348364
"135","ee4564318f66e5796c3a789f9b1b1187a33ab9d60022d26897b07447426f8048",2022-12-25,0.361148
"136","8f9c929b3b8413d10dbf3d5809686021ebe546e18b5f33a14f8360d4604a7153",2022-12-25,0.361148
"137","f3ffb1d10f336ed206f287dd64669750d1a652b18767ef11b343d85b2c13e974",2022-12-13,0.359108
"138","a1ea41374f7362f39c054e28e4a4a8b0076524d1e0572dbe4ba8622b35b17b34",2022-12-13,3.559394
"139","2e595d4455f48e6c67988ad4b6d38ab75313ff4365624a1767f77e98e91a7dc0",2022-12-05,0.358292
"140","b565324d35722ce074783220f425a707cc53ee543d104072a1934a950a6193ad",2022-12-05,0.252912
"141","69cbdd16006d9124b840cf88c4c4bdedbec02439db2cf60a781f837fb87660fb",2022-12-05,0.358292
"142","69cbdd16006d9124b840cf88c4c4bdedbec02439db2cf60a781f837fb87660fb",2022-12-05,0.706046
"143","4d3a6c06913da2bbdac3194a6045039647a71a436536016a47e152eb7d20a43f",2022-12-10,0.359006
"144","33e028faa8b40260bbcd58b11f969cb25ac4f28177a781d911f68685ce5d27a8",2022-11-18,0.694522
"145","33e028faa8b40260bbcd58b11f969cb25ac4f28177a781d911f68685ce5d27a8",2022-11-18,1.751854
"146","a1ea41374f7362f39c054e28e4a4a8b0076524d1e0572dbe4ba8622b35b17b34",2022-12-10,0.707453
"147","89f9fb4db704375daf0b68362b37d96c9bff835fd8a73108dd579da78881c945",2022-12-10,0.359006
"148","d1ac622850521460ab0d63021cba075e24786e06b7322f2950b7714578e55b1b",2022-12-12,0.263975
"149","2642c9a1af595e4d5b7897bfdaee380b277046edd00ca9553b806b852503a52b",2022-12-25,2.6555
"150","bfed4ae8c102f1ec9d16523889967ca4a1f285b37235e7bb98459637328cacb7",2022-12-25,10.738842
"151","7152127cf43595871490eeede5ced460c3ba2c666e3895b7c6098f2ed0deacf9",2022-12-28,0.361216
"152","4beeba65040f515a19d44267f481634115f63f57c8508b207a3ee8d30b983222",2022-12-02,0.705568
"153","2fe6261fefd9b90214dafe3b57102e8703cc52ed426790f91b13c93f2c1b101c",2022-10-24,1.64437
"154","2fa20dca7ea39a2d89d374a6bade1c95db57a262f0dd3f3e216ac6cbe2427d0d",2022-12-21,0.254352
"155","64e2dcc77d0a1932852895e0f22bb843e0e622bbf3e66e2e348c943455766c04",2022-12-02,1.766726
"156","2ffee33f6c0341e3b88fc4551929e2c5f9976520b62fe563845ab527f393032d",2022-10-24,0.65191
"157","2ffee33f6c0341e3b88fc4551929e2c5f9976520b62fe563845ab527f393032d",2022-10-24,0.33082
"158","31fb24b9ed9535c47fb5c0ec35bdd8651d56fe279a57105ab9f88442c668a518",2022-12-16,0.711607
"159","7152127cf43595871490eeede5ced460c3ba2c666e3895b7c6098f2ed0deacf9",2022-12-16,0.361114
"160","502c26bd996bdef8cb79bc2e1dd2445bba963656fa123841140691c7337956d8",2022-12-13,5.281
"161","a51783eadf46d2603bc8adf16adce432a999a9e05fafa5ab608d937f8eb9b53a",2022-12-25,0.361148
"162","89ec711509af78542b29a6730235a70a8fb72a3a41b13a3e6afd19fa65924d9e",2022-12-09,0.252456
"163","89ec711509af78542b29a6730235a70a8fb72a3a41b13a3e6afd19fa65924d9e",2022-12-09,0.504912
"164","89ec711509af78542b29a6730235a70a8fb72a3a41b13a3e6afd19fa65924d9e",2022-12-09,0.357646
"165","7af4fefe696bdd438bb5c606db4db66c92fa43d05a0be952eb1cd40c9d28fdc8",2022-11-26,0.35275
"166","28c4fa014ce47392bda1b5660318958851881ba536ff074a13bbbbda464c758e",2022-11-06,0.661424
"167","b1f47b2f911a5bec514273a81c3797a21e8e424633169ee935d6800d99a2e6a9",2022-12-14,0.35853
"168","3b249a09bb9da733c8dd3434670dc71e1f4020d25b33aa7129024d57df1e47f9",2022-11-18,0.697604
"169","c979cca57851608490854c9da73a47eeb9fc7b5488514ecbb5e03cb2bf4266b7",2022-11-08,0.661424
"170","2541b3db71b5e5e27585351b40a84428adf3fbc8d42b0d70b1a84fb53d9ee8fc",2022-11-08,4.936
"171","62b5504ecca282de4c9f5696bff8ce826f3a0c93e44c179eb04661cf3548ad3a",2022-11-19,0.25915
"172","7af4fefe696bdd438bb5c606db4db66c92fa43d05a0be952eb1cd40c9d28fdc8",2022-12-17,1.794611
"173","8bd6509deeeaabb403ccdc7c41af0f7ef64bfce79d3e6ed58daaf433d2aef4a7",2022-12-16,0.350493
"174","87299a6bda427ecd673a27f0e0926b84c9c7239c7ad24bba301ad0d074a70397",2022-12-16,0.265525
"175","69cbdd16006d9124b840cf88c4c4bdedbec02439db2cf60a781f837fb87660fb",2022-12-01,0.352784
"176","69cbdd16006d9124b840cf88c4c4bdedbec02439db2cf60a781f837fb87660fb",2022-12-01,1.753544
"177","3135192b7fd69049f19463f48c3b30e47b2d305c0ea0a13277fe05d67fa1f8c6",2022-12-01,1.753544
"178","69cbdd16006d9124b840cf88c4c4bdedbec02439db2cf60a781f837fb87660fb",2022-12-01,0.695192
"179","8faa2adc216a09872e4e92e79c13023baabfba07f94c27cc9eba5f1c3edcac83",2022-11-08,0.355392
"180","771610f8e098d5154e4c86a06fd228b951bf3f9efb53989a996642e561c20786",2022-12-31,0.255984
"181","771610f8e098d5154e4c86a06fd228b951bf3f9efb53989a996642e561c20786",2022-12-31,0.351978
"182","483b9e8892ca8f7bd0e451905ded08004bfaa1e193dde21473e372ca59f48b21",2022-12-31,0.26665
"183","7d1e7f1a3d717cf3365e0a942f2177dc8df3b164dc569f8ff56def5f49c5f38f",2022-12-31,1.802554
"184","becdd77e9b588d2b5f716d248caa001d45e0e687efbb99a57cd553da60d03639",2022-12-22,0.361624
"185","1cff5234425d15ad6e8db79ec9a4cc4772f9abd2f02f03f49b2dba5239711b6a",2022-11-15,0.505092
"186","69957e6d48fdf74c9ddbc54b410b680257cdb7cdc26ae3e7a57584c949453164",2022-11-15,0.350472
"187","1cff5234425d15ad6e8db79ec9a4cc4772f9abd2f02f03f49b2dba5239711b6a",2022-11-15,0.247392
"188","1cff5234425d15ad6e8db79ec9a4cc4772f9abd2f02f03f49b2dba5239711b6a",2022-11-15,0.350472
"189","e44e6c76b18b0b62aff3be3f42b0f52e25f2c1e5035e603dfff7fb9dc8732b6a",2022-11-15,0.350472
"190","7021a207796914dc8695267c80380376a8a83be5500c0607f003c4d31dd4549b",2022-11-15,1.742052
"191","7021a207796914dc8695267c80380376a8a83be5500c0607f003c4d31dd4549b",2022-11-15,0.350472
"192","a08d3b3b32beed185a1844a877b5d24a9716dd47d620602837c0abbb48503db7",2022-11-19,2.5915
"193","0fca4bb2a126ff34a55f1f5530a19d41eadbe4f5aad90f0a316eed81c0566dc9",2022-11-19,0.352444
"194","42795dbbdb81b079369c018ec82dedbf29e1802449d51c4e1aea23d9a8f8a824",2022-11-22,0.348364
"195","083a4ac099ab6b1f725bbcb1c1f61175d39248c49b798a66517f73dcb7bea3cd",2022-11-22,0.686482
"196","083a4ac099ab6b1f725bbcb1c1f61175d39248c49b798a66517f73dcb7bea3cd",2022-11-22,0.348364
"197","dc9553ae11227a65b06f90eea27a4fcd8b9cf35202ae18990c39b8a8dc41cd99",2022-12-12,0.359006
"198","b7f2d0daf2eef9fb6a7a552864b864d0f8dd63d1af3789d5cf718ecf6ba3316e",2022-11-25,0.354042
"199","8f0008920880e194d1587679e0dfacac72217f21cd84240308d83437713d33c4",2022-12-26,0.711674
"200","e442a9fb5a994e4b4b69a4cf2daeec7fce86c183bf6cde17a9cce779b5467e76",2022-12-26,0.711674
"201","e442a9fb5a994e4b4b69a4cf2daeec7fce86c183bf6cde17a9cce779b5467e76",2022-12-26,3.579614
"202","b7f2d0daf2eef9fb6a7a552864b864d0f8dd63d1af3789d5cf718ecf6ba3316e",2022-11-02,0.666449
"203","b7f2d0daf2eef9fb6a7a552864b864d0f8dd63d1af3789d5cf718ecf6ba3316e",2022-11-02,0.338198
"204","beceb5c1ab07c633008375cc2bc487acb92cd894545a00506f72d15fe3cf03d4",2022-11-02,0.248675
"205","98d617daf574e237ded8f811c48d2341c4f0da1c4fcf41f91fb7b25fc93cc519",2022-11-02,6.714225
"206","beceb5c1ab07c633008375cc2bc487acb92cd894545a00506f72d15fe3cf03d4",2022-11-02,1.263269
"207","beceb5c1ab07c633008375cc2bc487acb92cd894545a00506f72d15fe3cf03d4",2022-11-02,0.507297
"208","beceb5c1ab07c633008375cc2bc487acb92cd894545a00506f72d15fe3cf03d4",2022-11-02,2.506644
"209","8bb2f40175c351939ca7e2090b9d91a8d5868501c74bdb67860cc4a6add5fff5",2022-11-02,0.338198
"210","1e549bb88155ec690190a548de14377d9cd0a980f9d201d504edbfddc066a6ef",2022-11-02,0.666449
"211","f1dde86a0a2fac5896dc1bfd8e5541f28d55b04a45ab24d19f07de46fc97ee30",2022-12-12,0.263975
"212","f7ea769c52525f4ad26920c62e15c435b5ade8c44a14304e1e3cdc8f69a6b749",2022-12-20,1.791062
"213","f7ea769c52525f4ad26920c62e15c435b5ade8c44a14304e1e3cdc8f69a6b749",2022-12-20,0.360332
"214","5459281eba30807f8ad1b457ce994f379f7f2a2daa1e047fc8c9b77cb2e5f335",2022-11-18,0.350846
"215","5459281eba30807f8ad1b457ce994f379f7f2a2daa1e047fc8c9b77cb2e5f335",2022-11-18,0.691373
"216","baf3bd2ab2c4715ad76b479d5b2e174a2f5712890865f45758984fecd67412ba",2022-11-21,6.99705
"217","99902b1b90a527f10e037940621e186006d72fbf7c4d79cf3ce0dbbc77eb798a",2022-11-21,0.352444
"218","acc4ad0ad1e35604b3af1ace223afb433066ac122d6b2938642d5a1fe26b08a4",2022-10-09,0.33711
"219","456bf2f6bd4ec22cb5f891a9145c8cb726960f0d10b606a9b327b56bef475e63",2022-12-02,10.376
"220","2f4f665040a6c571ffa9dea91dbf40483dcbbd5b623ea03c7b622d0c6842962e",2022-12-02,0.508424
"221","b217d27f580cecd0d2d7bf879ca008528ee26bc8b809bba2cf75c34ac5c53c5e",2022-10-24,0.33082
"222","850969aa6baccba13f7411fec21579e921fbe2763855952e66d99381968e5751",2022-10-24,0.24325
"223","630365f13300fced76e0c677e3a6b40fea71bdabb2384273ddd72bfafbb34ed5",2022-10-24,0.24325
"224","9c5d4f1ed16ff0075e594bd78b78f6621fd0db68ce24f8fb89e6492f340d96a5",2022-12-11,0.359006
"225","9c5d4f1ed16ff0075e594bd78b78f6621fd0db68ce24f8fb89e6492f340d96a5",2022-12-11,0.707453
"226","f282e8ff3cdb52b218b57207d6c2c36618f34775f39eeb1925f42739ef97fdae",2022-12-08,0.357986
"227","f282e8ff3cdb52b218b57207d6c2c36618f34775f39eeb1925f42739ef97fdae",2022-12-08,0.252696
"228","09953493dceb566b53551e2760f3624e5e131306a9331fb0adf8e8189bb7670e",2022-10-24,0.24325
"229","69cbdd16006d9124b840cf88c4c4bdedbec02439db2cf60a781f837fb87660fb",2022-12-13,0.707654
"230","aabf3a49b71398b993b696481106f56a45fa8c719722c4d8aee999e58e70c2fc",2022-11-01,3.353487
"231","e8f8fc9d626a341a97ee3e45db48b056435368a573529103429e64090237bb89",2022-12-23,0.712411
"232","c25bb7578e946df16a489a40caca8f89e3a1ca4e8a2b1ab10286e7753078603a",2022-11-25,0.354042
"233","c25bb7578e946df16a489a40caca8f89e3a1ca4e8a2b1ab10286e7753078603a",2022-11-25,0.697671
"234","7ab4ccd84036a2bf8b83c1fa3caaf993bf601c52a5237f23549f32316a866722",2022-11-25,0.697671
"235","7eb16d6d7cb68072432535f0b90b744a686c963b3a0a5643cab59b3b586d7eb3",2022-11-25,0.260325
"236","c5ca708405679658578d2ec8bc6cf576f62f244fb36d9dc3690a0e6d31a36e37",2022-11-02,1.681043
"237","2e7697bfa479afffaf03cebdc074613a2c27624287be7ee8f131947ac25bf64f",2022-12-14,0.35853
"238","94dadfb376b7c83c635b9df19b76864b41a61f6f148e33afe530ccdfec29dfbb",2022-12-14,10.545
"239","a821b4b9655470a49f9edcb1ee3beda7fb776ee50dedf2ad85a85e193a441873",2022-11-18,0.354008
